param	expType	paramValue	species	type	conc	growthRate	excessProd	numTypes
m	TRUE	1.0177704210323244e-4	6	S-species	0	1.613319	2.5885635276355905	1
m	TRUE	1.0177704210323244e-4	7	S-species	0	1.436066	2.5885635276355905	1
m	TRUE	1.0177704210323244e-4	8	S-species	-2e-323	2.535142	2.5885635276355905	1
m	TRUE	1.0177704210323244e-4	9	S-species	0	2.132169	2.5885635276355905	1
m	TRUE	1.0177704210323244e-4	10	S-species	2e-323	2.028718	2.5885635276355905	1
m	FALSE	1.0713372852758077e-4	1	S-species	1.0713372852758076e-4	2.589791	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	2	S-species	0	1.685576	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	3	S-species	0	2.262087	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	4	S-species	0	1.239161	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	5	S-species	0	2	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	6	S-species	0	1.613319	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	7	S-species	0	1.436066	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	8	S-species	-1.5e-323	2.535142	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	9	S-species	0	2.132169	2.588499004992005	1
m	FALSE	1.0713372852758077e-4	10	S-species	-5e-324	2.028718	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	1	S-species	1.0713372852758076e-4	2.589791	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	2	S-species	0	1.685576	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	3	S-species	0	2.262087	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	4	S-species	0	1.239161	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	5	E-species	0	2	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	6	S-species	0	1.613319	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	7	S-species	0	1.436066	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	8	S-species	7.4e-323	2.535142	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	9	S-species	0	2.132169	2.588499004992005	1
m	TRUE	1.0713372852758077e-4	10	S-species	5e-324	2.028718	2.588499004992005	1
m	FALSE	1.12772345816256e-4	1	S-species	1.1277234581625601e-4	2.589791	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	2	S-species	0	1.685576	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	3	S-species	0	2.262087	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	4	S-species	0	1.239161	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	5	S-species	0	2	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	6	S-species	0	1.613319	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	7	S-species	0	1.436066	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	8	S-species	1.5e-323	2.535142	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	9	S-species	0	2.132169	2.5884310929085776	1
m	FALSE	1.12772345816256e-4	10	S-species	0	2.028718	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	1	S-species	1.1277234581625601e-4	2.589791	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	2	S-species	0	1.685576	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	3	S-species	0	2.262087	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	4	S-species	0	1.239161	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	5	E-species	0	2	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	6	S-species	0	1.613319	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	7	S-species	0	1.436066	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	8	S-species	0	2.535142	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	9	S-species	0	2.132169	2.5884310929085776	1
m	TRUE	1.12772345816256e-4	10	S-species	-1.5e-323	2.028718	2.5884310929085776	1
m	FALSE	1.187077324357957e-4	1	S-species	1.187077324357957e-4	2.589791	2.588359613693453	1
m	FALSE	1.187077324357957e-4	2	S-species	0	1.685576	2.588359613693453	1
m	FALSE	1.187077324357957e-4	3	S-species	0	2.262087	2.588359613693453	1
m	FALSE	1.187077324357957e-4	4	S-species	0	1.239161	2.588359613693453	1
m	FALSE	1.187077324357957e-4	5	S-species	0	2	2.588359613693453	1
m	FALSE	1.187077324357957e-4	6	S-species	0	1.613319	2.588359613693453	1
m	FALSE	1.187077324357957e-4	7	S-species	0	1.436066	2.588359613693453	1
m	FALSE	1.187077324357957e-4	8	S-species	-8.4e-323	2.535142	2.588359613693453	1
m	FALSE	1.187077324357957e-4	9	S-species	0	2.132169	2.588359613693453	1
m	FALSE	1.187077324357957e-4	10	S-species	0	2.028718	2.588359613693453	1
m	TRUE	1.187077324357957e-4	1	S-species	1.1870773243579569e-4	2.589791	2.588359613693453	1
m	TRUE	1.187077324357957e-4	2	S-species	0	1.685576	2.588359613693453	1
m	TRUE	1.187077324357957e-4	3	S-species	0	2.262087	2.588359613693453	1
m	TRUE	1.187077324357957e-4	4	S-species	0	1.239161	2.588359613693453	1
m	TRUE	1.187077324357957e-4	5	E-species	0	2	2.588359613693453	1
m	TRUE	1.187077324357957e-4	6	S-species	0	1.613319	2.588359613693453	1
m	TRUE	1.187077324357957e-4	7	S-species	0	1.436066	2.588359613693453	1
m	TRUE	1.187077324357957e-4	8	S-species	5e-324	2.535142	2.588359613693453	1
m	TRUE	1.187077324357957e-4	9	S-species	0	2.132169	2.588359613693453	1
m	TRUE	1.187077324357957e-4	10	S-species	0	2.028718	2.588359613693453	1
m	FALSE	1.249555078246602e-4	1	S-species	1.249555078246602e-4	2.589791	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	2	S-species	0	1.685576	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	3	S-species	0	2.262087	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	4	S-species	0	1.239161	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	5	S-species	0	2	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	6	S-species	0	1.613319	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	7	S-species	0	1.436066	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	8	S-species	-5e-324	2.535142	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	9	S-species	0	2.132169	2.5882843803779543	1
m	FALSE	1.249555078246602e-4	10	S-species	2e-323	2.028718	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	1	S-species	1.249555078246602e-4	2.589791	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	2	S-species	0	1.685576	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	3	S-species	0	2.262087	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	4	S-species	0	1.239161	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	5	E-species	0	2	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	6	S-species	0	1.613319	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	7	S-species	0	1.436066	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	8	S-species	-4e-323	2.535142	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	9	S-species	0	2.132169	2.5882843803779543	1
m	TRUE	1.249555078246602e-4	10	S-species	0	2.028718	2.5882843803779543	1
m	FALSE	1.3153211349701792e-4	1	S-species	1.3153211349701792e-4	2.589791	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	2	S-species	0	1.685576	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	3	S-species	0	2.262087	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	4	S-species	0	1.239161	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	5	S-species	0	2	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	6	S-species	0	1.613319	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	7	S-species	0	1.436066	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	8	S-species	4e-323	2.535142	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	9	S-species	0	2.132169	2.588205196236434	1
m	FALSE	1.3153211349701792e-4	10	S-species	0	2.028718	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	1	S-species	1.3153211349701792e-4	2.589791	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	2	S-species	0	1.685576	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	3	S-species	1.5e-323	2.262087	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	4	S-species	0	1.239161	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	5	E-species	0	2	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	6	S-species	0	1.613319	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	7	S-species	0	1.436066	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	8	S-species	-5e-324	2.535142	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	9	S-species	0	2.132169	2.588205196236434	1
m	TRUE	1.3153211349701792e-4	10	S-species	0	2.028718	2.588205196236434	1
m	FALSE	1.384548563098882e-4	1	S-species	1.384548563098882e-4	2.589791	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	2	S-species	0	1.685576	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	3	S-species	0	2.262087	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	4	S-species	0	1.239161	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	5	S-species	0	2	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	6	S-species	0	1.613319	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	7	S-species	0	1.436066	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	8	S-species	0	2.535142	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	9	S-species	0	2.132169	2.5881218542817295	1
m	FALSE	1.384548563098882e-4	10	S-species	0	2.028718	2.5881218542817295	1
m	TRUE	1.384548563098882e-4	1	S-species	1.3845485630988816e-4	2.589791	2.588121854281729	1
m	TRUE	1.384548563098882e-4	2	S-species	0	1.685576	2.588121854281729	1
m	TRUE	1.384548563098882e-4	3	S-species	0	2.262087	2.588121854281729	1
m	TRUE	1.384548563098882e-4	4	S-species	0	1.239161	2.588121854281729	1
m	TRUE	1.384548563098882e-4	5	E-species	0	2	2.588121854281729	1
m	TRUE	1.384548563098882e-4	6	S-species	0	1.613319	2.588121854281729	1
m	TRUE	1.384548563098882e-4	7	S-species	0	1.436066	2.588121854281729	1
m	TRUE	1.384548563098882e-4	8	S-species	-5e-324	2.535142	2.588121854281729	1
m	TRUE	1.384548563098882e-4	9	S-species	0	2.132169	2.588121854281729	1
m	TRUE	1.384548563098882e-4	10	S-species	0	2.028718	2.588121854281729	1
m	FALSE	1.4574195400750072e-4	1	S-species	1.4574195400750072e-4	2.589791	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	2	S-species	0	1.685576	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	3	S-species	0	2.262087	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	4	S-species	0	1.239161	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	5	S-species	0	2	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	6	S-species	0	1.613319	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	7	S-species	0	1.436066	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	8	S-species	3.5e-323	2.535142	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	9	S-species	0	2.132169	2.5880341367350215	1
m	FALSE	1.4574195400750072e-4	10	S-species	0	2.028718	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	1	S-species	1.457419540075007e-4	2.589791	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	2	S-species	0	1.685576	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	3	S-species	0	2.262087	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	4	S-species	0	1.239161	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	5	E-species	0	2	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	6	S-species	0	1.613319	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	7	S-species	0	1.436066	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	8	S-species	-5e-324	2.535142	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	9	S-species	0	2.132169	2.5880341367350215	1
m	TRUE	1.4574195400750072e-4	10	S-species	1.5e-323	2.028718	2.5880341367350215	1
m	FALSE	1.5341258316272928e-4	1	S-species	1.5341258316272928e-4	2.589791	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	2	S-species	0	1.685576	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	3	S-species	0	2.262087	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	4	S-species	0	1.239161	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	5	S-species	0	2	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	6	S-species	0	1.613319	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	7	S-species	0	1.436066	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	8	S-species	-1.5e-323	2.535142	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	9	S-species	0	2.132169	2.587941814468864	1
m	FALSE	1.5341258316272928e-4	10	S-species	5e-324	2.028718	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	1	S-species	1.5341258316272928e-4	2.589791	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	2	S-species	0	1.685576	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	3	S-species	0	2.262087	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	4	S-species	0	1.239161	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	5	E-species	0	2	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	6	S-species	0	1.613319	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	7	S-species	0	1.436066	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	8	S-species	2e-323	2.535142	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	9	S-species	0	2.132169	2.587941814468864	1
m	TRUE	1.5341258316272928e-4	10	S-species	1.5e-323	2.028718	2.587941814468864	1
m	FALSE	1.6148692964175615e-4	1	S-species	1.6148692964175615e-4	2.589791	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	2	S-species	0	1.685576	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	3	S-species	0	2.262087	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	4	S-species	0	1.239161	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	5	S-species	0	2	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	6	S-species	0	1.613319	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	7	S-species	0	1.436066	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	8	S-species	6.4e-323	2.535142	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	9	S-species	0	2.132169	2.5878446464220706	1
m	FALSE	1.6148692964175615e-4	10	S-species	-2e-323	2.028718	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	1	S-species	1.6148692964175615e-4	2.589791	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	2	S-species	0	1.685576	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	3	S-species	1.5e-323	2.262087	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	4	S-species	0	1.239161	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	5	E-species	0	2	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	6	S-species	0	1.613319	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	7	S-species	0	1.436066	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	8	S-species	-5e-324	2.535142	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	9	S-species	0	2.132169	2.5878446464220706	1
m	TRUE	1.6148692964175615e-4	10	S-species	0	2.028718	2.5878446464220706	1
m	FALSE	1.6998624172477272e-4	1	S-species	1.699862417247727e-4	2.589791	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	2	S-species	0	1.685576	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	3	S-species	0	2.262087	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	4	S-species	0	1.239161	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	5	S-species	0	2	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	6	S-species	0	1.613319	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	7	S-species	0	1.436066	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	8	S-species	-3.5e-323	2.535142	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	9	S-species	0	2.132169	2.587742378985117	1
m	FALSE	1.6998624172477272e-4	10	S-species	-1.5e-323	2.028718	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	1	S-species	1.699862417247727e-4	2.589791	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	2	S-species	0	1.685576	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	3	S-species	0	2.262087	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	4	S-species	0	1.239161	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	5	E-species	0	2	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	6	S-species	0	1.613319	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	7	S-species	0	1.436066	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	8	S-species	-3.5e-323	2.535142	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	9	S-species	0	2.132169	2.587742378985117	1
m	TRUE	1.6998624172477272e-4	10	S-species	5e-324	2.028718	2.587742378985117	1
m	FALSE	1.789328860225064e-4	1	S-species	1.789328860225064e-4	2.589791	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	2	S-species	0	1.685576	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	3	S-species	0	2.262087	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	4	S-species	0	1.239161	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	5	S-species	0	2	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	6	S-species	0	1.613319	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	7	S-species	0	1.436066	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	8	S-species	-2e-323	2.535142	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	9	S-species	0	2.132169	2.5876347453546433	1
m	FALSE	1.789328860225064e-4	10	S-species	5e-324	2.028718	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	1	S-species	1.789328860225064e-4	2.589791	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	2	S-species	0	1.685576	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	3	S-species	0	2.262087	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	4	S-species	0	1.239161	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	5	E-species	0	2	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	6	S-species	0	1.613319	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	7	S-species	0	1.436066	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	8	S-species	2e-323	2.535142	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	9	S-species	0	2.132169	2.5876347453546433	1
m	TRUE	1.789328860225064e-4	10	S-species	5e-324	2.028718	2.5876347453546433	1
m	FALSE	1.8835040633572236e-4	1	S-species	1.8835040633572236e-4	2.589791	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	2	S-species	0	1.685576	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	3	S-species	0	2.262087	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	4	S-species	0	1.239161	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	5	S-species	0	2	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	6	S-species	0	1.613319	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	7	S-species	0	1.436066	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	8	S-species	1.5e-323	2.535142	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	9	S-species	0	2.132169	2.5875214648555733	1
m	FALSE	1.8835040633572236e-4	10	S-species	1.5e-323	2.028718	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	1	S-species	1.8835040633572234e-4	2.589791	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	2	S-species	0	1.685576	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	3	S-species	0	2.262087	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	4	S-species	0	1.239161	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	5	E-species	0	2	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	6	S-species	0	1.613319	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	7	S-species	0	1.436066	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	8	S-species	-1.5e-323	2.535142	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	9	S-species	0	2.132169	2.5875214648555733	1
m	TRUE	1.8835040633572236e-4	10	S-species	0	2.028718	2.5875214648555733	1
m	FALSE	1.9826358561259402e-4	1	S-species	1.9826358561259402e-4	2.589791	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	2	S-species	0	1.685576	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	3	S-species	0	2.262087	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	4	S-species	0	1.239161	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	5	S-species	0	2	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	6	S-species	0	1.613319	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	7	S-species	0	1.436066	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	8	S-species	1.5e-323	2.535142	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	9	S-species	0	2.132169	2.587402242229335	1
m	FALSE	1.9826358561259402e-4	10	S-species	0	2.028718	2.587402242229335	1
m	TRUE	1.9826358561259402e-4	1	S-species	1.9826358561259402e-4	2.589791	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	2	S-species	0	1.685576	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	3	S-species	0	2.262087	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	4	S-species	0	1.239161	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	5	E-species	0	2	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	6	S-species	0	1.613319	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	7	S-species	0	1.436066	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	8	S-species	-1.5e-323	2.535142	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	9	S-species	0	2.132169	2.587402242229334	1
m	TRUE	1.9826358561259402e-4	10	S-species	0	2.028718	2.587402242229334	1
m	FALSE	2.0869851116698756e-4	1	S-species	2.0869851116698756e-4	2.589791	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	2	S-species	0	1.685576	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	3	S-species	0	2.262087	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	4	S-species	0	1.239161	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	5	S-species	0	2	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	6	S-species	0	1.613319	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	7	S-species	0	1.436066	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	8	S-species	-3.5e-323	2.535142	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	9	S-species	0	2.132169	2.587276766886567	1
m	FALSE	2.0869851116698756e-4	10	S-species	0	2.028718	2.587276766886567	1
m	TRUE	2.0869851116698756e-4	1	S-species	2.0869851116698754e-4	2.589791	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	2	S-species	0	1.685576	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	3	S-species	0	2.262087	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	4	S-species	0	1.239161	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	5	E-species	0	2	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	6	S-species	0	1.613319	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	7	S-species	0	1.436066	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	8	S-species	-2e-323	2.535142	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	9	S-species	0	2.132169	2.5872767668865664	1
m	TRUE	2.0869851116698756e-4	10	S-species	1.5e-323	2.028718	2.5872767668865664	1
